Documento: ejemplos/doc1.txt
Idx	Termino	TF	IDF	TF-IDF

Documento: ejemplos/doc2.txt
Idx	Termino	TF	IDF	TF-IDF

Documento: ejemplos/document-01.txt
Idx	Termino	TF	IDF	TF-IDF
749	t	13	0.262364	3.41074
754	tall	1	0.262364	0.262364
758	than	1	0.367725	0.367725
759	that	10	0.262364	2.62364
760	the	67	0.262364	17.5784
761	their	1	0.262364	0.262364
762	them	4	0.262364	1.04946
764	then	3	0.485508	1.45652
765	there	5	0.262364	1.31182
766	they	3	0.367725	1.10317
767	thickened	1	1.8718	1.8718
769	thin	1	0.955511	0.955511
773	thinking	1	0.485508	0.485508
774	this	1	0.619039	0.619039
775	though	2	0.367725	0.73545
776	thought	2	0.262364	0.524729
777	thrived	1	2.56495	2.56495
778	through	1	0.367725	0.367725
780	ticking	1	1.8718	1.8718
783	time	4	0.262364	1.04946
787	to	19	0.262364	4.98492
790	tomorrow	1	1.46634	1.46634
791	too	3	0.262364	0.787093
793	touched	1	0.619039	0.619039
794	toward	1	1.17865	1.17865
796	trail	2	0.262364	0.524729
797	trapped	1	1.8718	1.8718
800	trees	6	0.262364	1.57419
807	unafraid	1	2.56495	2.56495
810	uncovered	1	2.56495	2.56495
811	under	1	0.955511	0.955511
812	underneath	1	0.955511	0.955511
813	understood	1	1.46634	1.46634
816	unless	1	2.56495	2.56495
818	unmeasured	1	2.56495	2.56495
819	unnoticed	1	0.619039	0.619039
821	until	2	0.367725	0.73545
829	usually	1	1.17865	1.17865
832	vanished	1	0.955511	0.955511
839	waited	1	0.485508	0.485508
841	walk	2	0.262364	0.524729
842	walked	1	0.619039	0.619039
847	wanting	1	1.17865	1.17865
849	warmer	1	0.619039	0.619039
852	was	17	0.262364	4.46019
854	wasn	6	0.262364	1.57419
859	watching	1	0.619039	0.619039
860	water	4	0.262364	1.04946
862	waves	2	0.262364	0.524729
863	way	3	0.262364	0.787093
864	welcomed	1	1.46634	1.46634
867	were	1	0.619039	0.619039
868	weren	1	1.46634	1.46634
869	what	2	0.367725	0.73545
871	when	2	0.485508	0.971016
872	where	1	0.485508	0.485508
874	which	1	0.619039	0.619039
875	while	2	0.367725	0.73545
877	whispered	1	0.367725	0.367725
879	who	1	2.56495	2.56495
880	whole	1	1.17865	1.17865
881	why	1	0.262364	0.262364
882	wide	2	0.262364	0.524729
884	widening	1	1.8718	1.8718
887	wind	3	0.367725	1.10317
888	wings	1	0.262364	0.262364
889	with	5	0.262364	1.31182
893	wonders	1	1.17865	1.17865
895	words	2	0.262364	0.524729
898	world	2	0.262364	0.524729
903	write	1	0.262364	0.262364
905	wrote	4	0.262364	1.04946
907	yesterday	1	1.46634	1.46634

Documento: ejemplos/el_quijote.txt
Idx	Termino	TF	IDF	TF-IDF

Matriz de similitud coseno:
	0	1	2	3	4	5	6	7	8	9	10	11	12	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	0	0	1	0.658768	0.647873	0.675564	0.702393	0.706762	0.652761	0.622765	0.665188	0.621565	0	
3	0	0	0.658768	1	0.624402	0.652567	0.697107	0.68959	0.635533	0.64517	0.647383	0.605763	0	
4	0	0	0.647873	0.624402	1	0.667853	0.684364	0.698223	0.651937	0.638599	0.648784	0.619841	0	
5	0	0	0.675564	0.652567	0.667853	1	0.731161	0.732565	0.675205	0.69918	0.701996	0.645554	0	
6	0	0	0.702393	0.697107	0.684364	0.731161	1	0.752028	0.683521	0.691519	0.722911	0.677166	0	
7	0	0	0.706762	0.68959	0.698223	0.732565	0.752028	1	0.702588	0.702444	0.724579	0.669317	0	
8	0	0	0.652761	0.635533	0.651937	0.675205	0.683521	0.702588	1	0.646248	0.683366	0.64451	0	
9	0	0	0.622765	0.64517	0.638599	0.69918	0.691519	0.702444	0.646248	1	0.686506	0.638808	0	
10	0	0	0.665188	0.647383	0.648784	0.701996	0.722911	0.724579	0.683366	0.686506	1	0.665566	0	
11	0	0	0.621565	0.605763	0.619841	0.645554	0.677166	0.669317	0.64451	0.638808	0.665566	1	0	
12	0	0	0	0	0	0	0	0	0	0	0	0	0	
